ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24
041.5,449,2,36,34,27,31,31,44,33,26,22,14,16,18,14,11,11,12,14,7,10,6,8,7,10,5
041.6,7132,1,131,277,367,448,493,455,455,518,431,424,385,360,314,276,252,244,244,196,181,181,147,145,116,91
041.7,10762,5,363,571,668,733,801,805,684,633,606,576,530,454,446,420,362,342,297,279,245,238,200,168,171,165
041.81,234,3,87,44,17,16,17,10,4,4,4,2,2,3,1,4,3,3,1,4,,,,1,1,3
041.82,447,,11,28,27,44,35,29,30,31,24,19,21,22,12,13,10,11,11,13,15,12,10,5,6,8
041.83,63,,9,13,12,5,7,3,1,3,1,1,,3,1,2,,2,,,,,,,,
041.84,1261,1,56,77,69,84,94,109,100,79,58,67,53,55,58,50,38,43,23,30,26,25,24,14,17,11
041.85,9748,6,330,544,619,646,694,654,646,637,528,499,477,412,412,337,331,276,286,258,245,219,213,188,144,147
041.86,3766,8,411,373,384,363,358,303,219,205,172,145,140,124,99,70,66,52,62,46,48,26,40,23,17,12
041.89,3463,1,180,245,275,307,308,265,225,185,166,168,167,134,125,116,104,89,85,67,57,50,35,40,36,33
041.9,1601,5,145,122,174,183,165,126,117,77,81,70,40,45,49,34,33,18,21,11,20,19,15,11,13,7
042.,9809,2723,4865,1544,292,141,87,61,39,18,18,8,4,1,3,3,,,,1,1,,,,,
045.00,1,,1,,,,,,,,,,,,,,,,,,,,,,,
045.10,8,,1,1,2,3,,1,,,,,,,,,,,,,,,,,,
045.90,43,1,2,3,3,7,6,3,4,3,4,,2,2,2,,1,,,,,,,,,
046.11,2,,,1,,,,,,,,,,,,,,,1,,,,,,,
046.19,71,32,8,8,3,8,3,3,2,2,1,,,,,,1,,,,,,,,,
046.2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,
046.3,82,7,16,23,17,4,3,5,2,,,2,,1,,1,,,,,1,,,,,
046.79,2,,1,1,,,,,,,,,,,,,,,,,,,,,,
046.9,1,,,,1,,,,,,,,,,,,,,,,,,,,,
047.0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,
047.1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,
047.8,145,112,14,4,5,3,1,2,2,2,,,,,,,,,,,,,,,,
047.9,2327,1794,207,105,76,32,31,15,16,11,12,13,5,2,2,2,3,,1,,,,,,,
048.,134,88,11,7,5,5,5,3,5,,2,1,,,,,,,2,,,,,,,
049.0,43,25,4,9,1,,,,,1,,,,1,,1,,1,,,,,,,,
049.1,2,1,,,,,,,,1,,,,,,,,,,,,,,,,
049.8,35,20,2,5,1,,1,,1,1,,,2,1,,,,,1,,,,,,,
049.9,211,118,26,17,19,12,5,2,3,,4,,,1,2,,2,,,,,,,,,
050.0,1,,,,,,1,,,,,,,,,,,,,,,,,,,
050.2,1,,,,,,,,,,,,1,,,,,,,,,,,,,
051.2,1,,,,1,,,,,,,,,,,,,,,,,,,,,
052.0,11,3,5,1,2,,,,,,,,,,,,,,,,,,,,,
052.1,14,7,3,1,1,,,1,,1,,,,,,,,,,,,,,,,
052.2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
052.7,51,29,3,4,3,4,,3,,3,,,,,,1,,,,,,,,,1,
052.8,7,3,,,,1,1,1,1,,,,,,,,,,,,,,,,,
052.9,276,57,39,59,30,15,21,8,5,9,9,4,4,4,3,1,6,2,,,,,,,,
053.0,81,49,21,4,1,1,,1,,,1,2,,1,,,,,,,,,,,,
053.10,33,8,6,6,2,2,3,,3,1,,,1,,1,,,,,,,,,,,
053.11,86,26,24,6,7,6,4,5,3,3,1,,,,,1,,,,,,,,,,
053.12,90,12,13,19,10,7,9,5,6,4,3,,,,1,,,,,1,,,,,,
053.13,138,2,31,23,16,24,12,10,11,2,1,3,2,,,1,,,,,,,,,,
053.14,5,1,2,1,,,,,,,,,1,,,,,,,,,,,,,
053.19,2032,159,350,225,270,275,235,151,97,78,61,49,29,17,11,6,5,4,2,,3,,1,1,2,1
053.20,178,69,29,11,10,15,10,8,8,7,3,4,2,1,,,,,1,,,,,,,
053.21,78,25,12,10,6,6,3,4,2,1,5,1,1,,2,,,,,,,,,,,
053.22,9,,1,1,2,2,,,3,,,,,,,,,,,,,,,,,
053.29,165,43,35,13,22,15,9,5,5,7,1,3,3,1,2,1,,,,,,,,,,
053.71,18,2,5,,3,4,2,,2,,,,,,,,,,,,,,,,,
053.79,245,91,38,20,21,18,13,14,11,2,2,5,1,,2,1,1,3,1,,,,,,,1
053.8,26,6,6,8,2,,2,2,,,,,,,,,,,,,,,,,,
053.9,4544,376,339,339,403,553,452,355,301,220,176,138,135,114,79,89,93,55,54,51,52,36,33,40,26,35
054.0,105,65,10,9,7,1,2,2,1,2,1,1,,,1,,,1,1,1,,,,,,
054.10,5906,6,641,944,888,732,595,483,387,275,221,147,123,92,92,41,44,35,34,34,23,20,13,15,10,11
054.11,151,11,15,14,14,17,12,10,6,11,2,7,10,2,8,2,2,1,2,2,2,,1,,,
054.12,166,4,44,26,18,11,17,8,6,4,5,3,2,5,1,3,1,2,1,1,4,,,,,
054.13,70,1,4,12,3,8,6,7,5,1,4,3,1,1,,1,5,1,1,,,2,1,1,2,
054.19,362,6,41,62,39,45,31,24,23,19,11,14,10,4,6,5,3,4,2,3,2,4,1,1,2,
054.2,494,81,64,46,43,31,46,28,31,34,28,14,12,11,5,10,3,2,1,,1,3,,,,
054.3,223,117,54,30,10,9,1,1,1,,,,,,,,,,,,,,,,,
054.40,24,2,3,3,2,1,5,3,2,1,1,1,,,,,,,,,,,,,,
054.41,8,1,3,2,1,,,1,,,,,,,,,,,,,,,,,,
054.42,29,2,2,4,4,10,2,2,1,1,,,,1,,,,,,,,,,,,
054.43,161,11,32,16,14,20,22,7,16,5,5,2,5,2,1,1,,1,,,,,1,,,
054.44,21,2,1,1,4,4,4,3,,,1,,,1,,,,,,,,,,,,
054.49,21,1,6,5,4,2,,1,1,,,,,,,,,,,1,,,,,,
054.5,28,22,2,1,1,,1,,,1,,,,,,,,,,,,,,,,
054.6,37,6,4,8,2,4,,,,2,2,,1,,1,,2,1,2,,2,,,,,
054.71,3,,,1,1,,1,,,,,,,,,,,,,,,,,,,
054.72,153,117,22,5,3,2,2,1,,,1,,,,,,,,,,,,,,,
054.73,17,1,,,,5,1,1,,3,2,,,1,,1,2,,,,,,,,,
054.74,2,,,1,1,,,,,,,,,,,,,,,,,,,,,
054.79,256,29,28,12,24,17,19,20,20,11,15,16,12,4,9,5,4,3,3,1,2,,,,1,1
054.8,16,,,4,3,1,3,2,,,1,,,,,,,,,1,,1,,,,
054.9,6990,49,869,1257,808,725,595,498,380,271,232,183,181,134,125,98,87,87,68,72,60,45,46,42,45,33
055.0,2,,1,1,,,,,,,,,,,,,,,,,,,,,,
055.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
055.79,1,1,,,,,,,,,,,,,,,,,,,,,,,,
055.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,
055.9,39,22,8,1,1,1,,,1,1,1,,,,,1,,,,1,,,,1,,
056.79,1,,1,,,,,,,,,,,,,,,,,,,,,,,
056.8,3,,,1,2,,,,,,,,,,,,,,,,,,,,,
056.9,131,,11,12,25,17,23,12,9,8,2,3,5,1,1,,,1,,1,,,,,,
057.0,8,1,5,1,,1,,,,,,,,,,,,,,,,,,,,
057.8,77,34,13,12,1,5,3,2,1,1,2,,,,3,,,,,,,,,,,
057.9,434,76,100,68,29,38,21,12,11,19,11,11,7,3,3,5,5,2,2,2,3,2,1,,1,2
058.10,21,8,6,3,1,2,1,,,,,,,,,,,,,,,,,,,
058.11,2,1,,,,,1,,,,,,,,,,,,,,,,,,,
058.21,4,2,2,,,,,,,,,,,,,,,,,,,,,,,
058.29,22,7,6,3,3,2,,1,,,,,,,,,,,,,,,,,,
058.81,64,2,1,2,2,,,2,4,6,3,4,1,8,1,2,2,7,2,1,1,5,1,3,2,2
058.89,31,,4,2,2,2,3,3,2,3,3,2,,,,,,,2,,,1,,1,1,
059.9,1,,,1,,,,,,,,,,,,,,,,,,,,,,
061.,29,18,8,1,1,1,,,,,,,,,,,,,,,,,,,,
062.3,2,,,1,1,,,,,,,,,,,,,,,,,,,,,
062.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,
065.4,7,6,,,1,,,,,,,,,,,,,,,,,,,,,
066.1,10,2,4,3,,,,1,,,,,,,,,,,,,,,,,,
066.3,18,8,6,3,1,,,,,,,,,,,,,,,,,,,,,
066.40,34,17,12,3,1,1,,,,,,,,,,,,,,,,,,,,
066.41,161,75,50,17,5,5,3,,3,,,,1,,,,1,1,,,,,,,,
066.42,96,47,27,7,4,2,3,1,4,1,,,,,,,,,,,,,,,,
066.49,3,2,1,,,,,,,,,,,,,,,,,,,,,,,
066.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,
070.0,26,6,5,8,1,2,2,,,,,,,1,,,,,,,,,,,,1
070.1,628,55,127,88,73,55,31,45,46,27,27,15,13,9,5,3,1,1,1,2,2,2,,,,
070.20,177,67,39,30,4,12,4,2,2,3,3,2,2,1,,2,,,1,2,,,,,1,
070.21,4,1,,1,1,,,,1,,,,,,,,,,,,,,,,,
070.22,240,81,70,37,15,10,7,2,5,4,2,2,1,1,,1,1,,,,1,,,,,
070.23,8,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,
070.30,3166,115,693,595,418,365,264,207,146,74,104,52,39,33,15,12,14,5,6,1,3,1,1,2,,1
070.31,11,2,3,,,3,2,,1,,,,,,,,,,,,,,,,,
070.32,4527,60,847,706,595,444,382,360,323,266,196,104,84,49,33,22,16,12,9,7,4,4,2,1,1,
070.33,19,1,2,2,3,3,4,1,,1,2,,,,,,,,,,,,,,,
070.41,62,35,17,2,1,2,3,2,,,,,,,,,,,,,,,,,,
070.42,1,1,,,,,,,,,,,,,,,,,,,,,,,,
070.43,1,,,1,,,,,,,,,,,,,,,,,,,,,,
070.44,3523,1496,1151,398,199,131,47,28,20,19,5,11,3,1,1,4,1,4,,1,,,1,1,1,
070.49,4,3,,,,1,,,,,,,,,,,,,,,,,,,,
070.51,425,95,79,55,41,40,29,15,13,13,9,12,3,6,3,2,,1,4,2,,1,1,,1,
070.52,11,,4,2,1,,1,,,1,1,,1,,,,,,,,,,,,,
070.53,30,5,6,3,4,3,3,2,,1,,2,,1,,,,,,,,,,,,
070.54,28270,377,1398,1635,2150,2466,2472,2495,2301,2168,1928,1681,1456,1202,894,712,628,534,398,362,286,201,171,151,107,97
070.59,55,8,10,5,9,5,2,4,1,2,,1,1,2,1,,1,,2,,1,,,,,
070.6,22,9,3,3,3,2,,,1,,1,,,,,,,,,,,,,,,
070.70,26162,289,1557,1818,2304,2523,2452,2362,2183,1922,1584,1411,1192,961,720,615,544,403,326,267,204,151,120,114,75,65
070.71,2518,1097,768,311,137,82,38,27,11,11,8,4,3,5,4,1,2,1,3,2,,2,,,,1
070.9,284,54,47,31,31,23,14,18,15,8,19,4,2,4,3,1,,3,1,2,,1,,1,,2
072.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
072.9,12,2,1,1,,1,1,,2,,,1,,,,1,,,,,2,,,,,
073.0,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
073.7,1,,,,,1,,,,,,,,,,,,,,,,,,,,
073.9,1,,,1,,,,,,,,,,,,,,,,,,,,,,
074.0,105,25,33,15,6,10,6,5,2,2,,,,,1,,,,,,,,,,,
074.1,2,1,,,,,,,,,,1,,,,,,,,,,,,,,
074.21,6,2,,,,1,1,,1,,1,,,,,,,,,,,,,,,
074.22,1,,,,,,,1,,,,,,,,,,,,,,,,,,
074.23,4,2,,1,1,,,,,,,,,,,,,,,,,,,,,
074.3,84,28,14,15,8,5,3,2,1,1,1,1,,1,,1,2,,1,,,,,,,
074.8,8,3,,,,1,1,1,1,,,,,1,,,,,,,,,,,,
075.,697,311,69,43,43,33,28,22,22,10,18,16,9,7,7,16,6,7,3,,6,4,5,2,4,6
076.1,3,1,,,,1,,,,,,1,,,,,,,,,,,,,,
076.9,5,,1,1,1,,,,,,,,,,,,,,,,1,,1,,,
077.1,10,4,2,,,2,,,,,1,,1,,,,,,,,,,,,,
077.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
077.3,9,4,1,1,1,,1,,,,,,,,,,,,,,,,,1,,
077.4,10,1,2,2,,,,1,,1,,,1,1,,1,,,,,,,,,,
077.8,8,,1,,1,,1,,1,2,,,,1,,,,,,1,,,,,,
077.98,5,,1,2,,2,,,,,,,,,,,,,,,,,,,,
077.99,169,11,21,15,12,17,10,9,12,13,9,4,6,5,2,5,5,3,1,2,2,2,1,1,1,
078.0,154,3,29,14,19,13,13,8,11,9,7,8,5,5,1,2,,,2,3,,,1,,,1
078.10,323,,41,26,15,19,27,23,24,16,17,18,11,17,9,7,7,6,6,9,2,7,5,3,4,4
078.11,974,22,111,123,101,91,96,86,80,51,50,23,29,17,14,21,11,8,6,7,3,4,8,4,5,3
078.12,77,,8,9,9,5,5,7,5,5,5,2,2,2,3,2,2,2,1,,1,1,,,1,
078.19,89,,9,5,8,10,6,8,6,9,5,2,4,4,6,1,,1,1,,,2,1,,1,
078.2,2,,1,,,,,,,1,,,,,,,,,,,,,,,,
078.3,32,12,5,6,3,3,2,,,,,1,,,,,,,,,,,,,,
078.4,3,1,,,,,,,,,,,,1,1,,,,,,,,,,,
078.5,1569,143,191,367,222,140,113,99,66,47,31,28,27,15,16,14,10,4,6,7,7,6,1,3,3,3
078.81,1,1,,,,,,,,,,,,,,,,,,,,,,,,
078.82,4,,,,,,1,1,,,1,1,,,,,,,,,,,,,,
078.88,21,1,1,1,4,2,5,3,,,,,,2,,1,,,1,,,,,,,
078.89,92,22,12,15,5,7,6,7,6,3,,1,2,1,2,,,1,,,1,,,,1,
079.0,416,49,89,70,48,49,21,16,13,3,5,5,11,4,5,3,5,3,3,1,4,2,1,2,1,3
079.1,1,,,,,,,1,,,,,,,,,,,,,,,,,,
079.2,27,4,4,3,4,1,1,1,2,,1,1,,1,1,,,2,,,,,1,,,
079.3,3502,98,450,435,383,315,277,250,166,170,149,140,122,92,66,49,68,45,42,41,33,25,28,16,19,23
079.4,1095,2,163,333,142,112,102,60,49,29,20,28,16,6,11,5,4,4,2,1,1,,1,1,3,
079.50,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,
079.51,16,,5,4,3,,1,,1,1,,,,,,1,,,,,,,,,,
079.52,4,,,1,2,1,,,,,,,,,,,,,,,,,,,,
079.53,83,,7,11,9,6,5,11,5,7,5,5,1,4,,1,,1,,2,1,,,,1,1
079.59,1,,,1,,,,,,,,,,,,,,,,,,,,,,
079.6,1779,118,386,229,236,182,145,122,72,58,41,31,26,19,23,10,12,11,10,14,7,5,10,3,7,2
079.81,1,,,,,1,,,,,,,,,,,,,,,,,,,,
079.82,6,1,1,4,,,,,,,,,,,,,,,,,,,,,,
079.83,50,8,11,8,3,4,1,4,3,4,,,1,1,,,1,,,,1,,,,,
079.88,50,,9,10,6,5,4,6,1,2,,1,,1,,1,,2,,,1,,,,1,
079.89,2999,137,346,405,321,252,218,197,171,143,135,107,80,83,65,57,46,40,34,28,32,31,25,14,20,12
079.98,460,1,51,59,71,64,55,49,35,17,21,11,5,1,5,6,1,2,1,1,2,,,1,,1
079.99,11236,1780,2290,1465,1113,809,727,521,488,397,303,245,188,184,147,96,81,66,67,45,58,50,37,25,31,23
081.0,28,8,9,7,2,2,,,,,,,,,,,,,,,,,,,,
081.9,16,8,6,2,,,,,,,,,,,,,,,,,,,,,,
082.0,19,9,6,1,,,1,1,,,1,,,,,,,,,,,,,,,
082.40,4,,,1,,1,,1,,,,,,,1,,,,,,,,,,,
082.41,3,1,,,,1,,,,,1,,,,,,,,,,,,,,,
082.49,2,1,,,1,,,,,,,,,,,,,,,,,,,,,
082.9,1,,,,,,1,,,,,,,,,,,,,,,,,,,
083.0,27,9,6,7,1,,1,2,1,,,,,,,,,,,,,,,,,
083.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
083.8,9,4,1,2,,,1,,,1,,,,,,,,,,,,,,,,
083.9,29,11,5,4,2,2,2,1,1,1,,,,,,,,,,,,,,,,
084.0,17,12,4,,,,,,1,,,,,,,,,,,,,,,,,
084.1,9,5,2,1,,,,,1,,,,,,,,,,,,,,,,,
084.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
084.3,4,3,,,,,,1,,,,,,,,,,,,,,,,,,
084.4,4,2,,1,,1,,,,,,,,,,,,,,,,,,,,
084.5,1,,,,1,,,,,,,,,,,,,,,,,,,,,
084.6,36,21,1,7,3,1,2,,,,,,,1,,,,,,,,,,,,
084.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,
085.1,1,,,,,,,1,,,,,,,,,,,,,,,,,,
085.9,6,1,2,,1,1,,,,,,,1,,,,,,,,,,,,,
086.0,61,16,27,10,2,5,,,,,,,,,,,,1,,,,,,,,
086.1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
086.2,15,1,8,4,,1,,,,,,1,,,,,,,,,,,,,,
087.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
087.9,128,16,30,18,18,11,9,6,6,4,3,3,1,2,,,1,,,,,,,,,
088.0,8,2,3,2,,,1,,,,,,,,,,,,,,,,,,,
088.81,282,20,124,59,26,17,9,8,6,5,2,1,1,1,1,1,,1,,,,,,,,
088.82,10,2,1,5,,,,1,,,,,,1,,,,,,,,,,,,
090.0,17,3,4,,2,3,1,1,1,2,,,,,,,,,,,,,,,,
090.1,9,2,2,1,2,,1,,,,,,,,,,,1,,,,,,,,
090.2,31,6,10,8,2,1,2,,1,1,,,,,,,,,,,,,,,,
090.3,1,,1,,,,,,,,,,,,,,,,,,,,,,,
090.40,7,1,1,3,,2,,,,,,,,,,,,,,,,,,,,
090.49,6,,4,,1,1,,,,,,,,,,,,,,,,,,,,
090.5,2,,,1,,,,,1,,,,,,,,,,,,,,,,,
090.6,3,,,1,,,,1,,1,,,,,,,,,,,,,,,,
090.9,70,6,21,17,7,4,2,4,2,1,1,1,1,1,2,,,,,,,,,,,
091.0,9,2,,2,,1,,1,1,,,,,,,,,,1,,,,,,1,
091.1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
091.2,6,2,,1,,,1,,,2,,,,,,,,,,,,,,,,
091.3,20,5,2,4,3,1,2,1,1,,1,,,,,,,,,,,,,,,
091.4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,
091.50,2,,,,1,1,,,,,,,,,,,,,,,,,,,,
091.51,4,1,2,,,,1,,,,,,,,,,,,,,,,,,,
091.52,13,4,2,2,3,,1,,,,1,,,,,,,,,,,,,,,
091.62,2,,,,1,,,,1,,,,,,,,,,,,,,,,,
091.7,3,,,,,2,1,,,,,,,,,,,,,,,,,,,
091.81,2,2,,,,,,,,,,,,,,,,,,,,,,,,
091.82,1,,,,,1,,,,,,,,,,,,,,,,,,,,
091.89,1,,,,,,,,1,,,,,,,,,,,,,,,,,
091.9,25,3,4,6,4,1,3,2,1,1,,,,,,,,,,,,,,,,
092.9,35,1,5,2,8,3,,5,1,3,2,1,2,,,,,,1,,1,,,,,
093.0,2,,,,,1,,1,,,,,,,,,,,,,,,,,,
093.1,4,1,,2,,,,,,1,,,,,,,,,,,,,,,,
093.21,1,,,,,1,,,,,,,,,,,,,,,,,,,,
093.89,1,,,,,1,,,,,,,,,,,,,,,,,,,,
093.9,1,,1,,,,,,,,,,,,,,,,,,,,,,,
094.0,770,38,196,208,118,71,36,28,19,8,13,3,4,8,6,3,1,3,2,2,1,,1,,,1
094.1,14,3,6,2,,,1,,,1,,1,,,,,,,,,,,,,,
094.2,8,1,5,,1,,,1,,,,,,,,,,,,,,,,,,
094.3,18,5,2,2,,1,2,2,1,,1,,,1,,1,,,,,,,,,,
094.81,1,1,,,,,,,,,,,,,,,,,,,,,,,,
094.83,3,2,,,,,,,,,,,1,,,,,,,,,,,,,
094.84,3,,1,2,,,,,,,,,,,,,,,,,,,,,,
094.85,1,1,,,,,,,,,,,,,,,,,,,,,,,,
094.89,54,29,11,5,2,2,,1,1,1,,1,,,1,,,,,,,,,,,
094.9,208,68,32,24,19,21,14,5,3,7,6,3,1,1,1,2,,,1,,,,,,,
095.5,2,,,,1,,,1,,,,,,,,,,,,,,,,,,
095.8,16,6,,5,1,,1,,1,1,1,,,,,,,,,,,,,,,
095.9,1,,1,,,,,,,,,,,,,,,,,,,,,,,
096.,102,3,6,8,10,9,13,14,9,3,5,2,3,3,4,1,,1,1,1,2,1,,2,1,
097.0,57,1,7,8,4,11,4,2,5,,1,3,1,4,1,1,,,1,2,,,,,,1
097.1,391,9,32,35,48,45,41,35,25,22,17,15,11,8,6,6,6,1,5,4,4,6,2,2,3,3
097.9,570,25,42,44,61,60,48,54,37,32,26,29,13,17,21,11,11,12,8,5,6,2,,3,2,1
098.0,259,22,82,78,31,20,6,5,5,2,2,2,1,,1,,1,,,,,,,,,1
098.10,9,,6,1,1,,,,1,,,,,,,,,,,,,,,,,
098.13,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,
098.14,1,,,1,,,,,,,,,,,,,,,,,,,,,,
098.15,11,1,5,4,,,,,,1,,,,,,,,,,,,,,,,
098.16,2,,,,1,1,,,,,,,,,,,,,,,,,,,,
098.17,4,3,,1,,,,,,,,,,,,,,,,,,,,,,
098.19,18,4,10,2,1,,,1,,,,,,,,,,,,,,,,,,
098.2,4,,,,,,1,2,1,,,,,,,,,,,,,,,,,
098.37,8,3,2,2,1,,,,,,,,,,,,,,,,,,,,,
098.39,1,,1,,,,,,,,,,,,,,,,,,,,,,,
098.40,13,5,6,,1,1,,,,,,,,,,,,,,,,,,,,
098.43,1,1,,,,,,,,,,,,,,,,,,,,,,,,
098.50,24,7,3,4,3,3,2,2,,,,,,,,,,,,,,,,,,
098.51,4,3,,,,,,,1,,,,,,,,,,,,,,,,,
098.59,1,,,1,,,,,,,,,,,,,,,,,,,,,,
098.6,4,1,,,1,1,,,,,,,1,,,,,,,,,,,,,
098.7,3,,1,,,,,1,,,,,1,,,,,,,,,,,,,
098.84,2,1,,,,,,,,,,,,,,,,,,1,,,,,,
098.86,48,5,25,12,3,2,,1,,,,,,,,,,,,,,,,,,
098.89,25,9,5,8,,,1,,,,1,,,1,,,,,,,,,,,,
099.0,4,1,,,,,1,,,,1,,,,,,,,,,,1,,,,
099.1,14,4,1,1,3,1,2,,1,,,,,,,1,,,,,,,,,,
099.2,8,2,1,1,1,,,1,,,,,1,,,,,,,1,,,,,,
099.3,233,54,11,15,24,25,10,14,10,14,7,8,8,6,3,7,2,1,5,3,1,2,1,1,1,
099.40,4,,,,,1,,1,1,,,,,,,,,,1,,,,,,,
099.41,11,2,2,,1,2,,1,,1,,1,,,,,,,1,,,,,,,
099.49,1,,,,,,1,,,,,,,,,,,,,,,,,,,
099.50,194,1,28,47,28,19,16,15,11,10,9,3,4,,,1,2,,,,,,,,,
099.51,4,1,,,2,,1,,,,,,,,,,,,,,,,,,,
099.52,5,2,1,1,,,1,,,,,,,,,,,,,,,,,,,
099.53,50,1,6,7,8,7,5,3,4,1,2,2,1,,,1,,,,,,1,,,,1
099.54,154,11,22,20,20,21,11,10,10,11,6,3,,1,4,1,,1,2,,,,,,,
099.55,52,,9,11,4,7,6,5,2,1,4,,1,,,1,,,1,,,,,,,
099.56,5,1,2,1,1,,,,,,,,,,,,,,,,,,,,,
099.59,6,,1,2,1,1,1,,,,,,,,,,,,,,,,,,,
099.8,26,,1,6,7,4,3,1,3,,,,,,,,,,,,,,1,,,
099.9,16,,1,1,2,3,2,1,2,3,,1,,,,,,,,,,,,,,
100.0,2,,,1,1,,,,,,,,,,,,,,,,,,,,,
100.81,1,1,,,,,,,,,,,,,,,,,,,,,,,,
100.89,1,1,,,,,,,,,,,,,,,,,,,,,,,,
100.9,10,2,,3,,1,3,,,,,1,,,,,,,,,,,,,,
101.,8,2,2,2,1,,,,,,,1,,,,,,,,,,,,,,
102.3,1,,1,,,,,,,,,,,,,,,,,,,,,,,
104.8,4,1,,1,,,2,,,,,,,,,,,,,,,,,,,
104.9,3,,,,1,,1,,,,,,,,,,,,1,,,,,,,
110.0,113,2,8,15,11,13,7,13,9,4,3,3,4,2,3,5,1,,4,1,1,1,3,,,
110.1,4803,2,174,160,270,489,655,438,377,334,229,195,174,159,140,159,107,125,99,89,85,83,67,85,55,53
110.2,29,,2,4,3,4,6,1,1,1,,2,2,1,1,,,,,,,,,,,1
110.3,1318,3,38,43,58,139,175,132,100,89,80,42,43,57,32,38,32,31,29,30,24,31,21,21,22,8
110.4,2871,2,167,203,250,413,420,250,207,158,131,97,94,74,61,54,45,51,35,45,32,13,27,11,18,13
110.5,991,6,47,50,69,112,126,74,83,66,44,40,44,26,24,31,21,19,18,13,16,16,7,14,10,15
110.6,3,,,1,,,1,,,1,,,,,,,,,,,,,,,,
110.8,466,3,33,21,26,45,64,38,30,35,18,13,14,12,15,10,14,14,12,7,8,4,9,8,7,6
110.9,232,,10,10,12,31,34,21,11,12,12,11,10,3,3,6,11,3,5,7,5,5,2,3,2,3
111.0,170,,24,17,18,18,29,19,6,5,4,3,4,5,2,2,1,3,,3,2,2,2,1,,
111.1,3,,,2,,,1,,,,,,,,,,,,,,,,,,,
111.2,1,,,,,1,,,,,,,,,,,,,,,,,,,,
111.8,128,1,1,2,5,17,12,11,11,12,5,5,5,6,1,6,2,6,4,3,4,1,1,2,4,1
111.9,735,3,21,22,35,68,83,58,61,59,38,35,29,31,26,27,15,16,24,19,12,11,10,12,9,11
112.0,12181,77,1630,2094,1801,1508,1258,962,730,535,375,308,223,139,132,89,74,47,49,45,30,19,19,16,12,9
112.1,2433,20,177,243,243,358,294,199,151,102,99,75,61,63,56,45,39,29,31,34,27,20,20,16,18,13
112.2,7888,376,424,333,344,465,651,701,733,756,683,578,462,351,251,199,149,103,89,65,54,42,26,21,21,11
112.3,3067,15,93,139,160,280,316,272,225,193,155,129,131,136,104,91,102,82,85,71,65,51,41,48,48,35
112.4,805,55,191,251,130,67,27,19,20,11,8,7,4,3,,,1,1,3,1,1,1,1,,3,
112.5,1354,336,317,188,169,109,77,44,28,24,18,17,6,5,5,4,2,1,1,,,2,,1,,
112.81,35,4,11,7,4,2,1,,3,3,,,,,,,,,,,,,,,,
112.82,8,,1,,,,3,1,,1,,,,,,1,,1,,,,,,,,
112.83,21,3,7,5,2,1,2,1,,,,,,,,,,,,,,,,,,
112.84,2922,301,400,523,399,347,257,178,133,94,58,45,40,35,28,24,16,13,8,4,5,2,3,3,1,5
112.85,69,4,4,11,11,6,6,3,4,7,4,1,1,2,1,,,1,3,,,,,,,
112.89,2179,23,265,453,316,279,199,150,129,76,50,38,27,30,23,32,14,18,13,13,9,5,7,5,3,2
112.9,1095,2,33,29,47,117,132,75,77,64,50,48,41,36,38,42,39,36,25,31,18,27,31,23,19,15
114.0,626,227,80,54,42,40,49,38,28,15,13,10,13,5,5,2,2,1,,1,1,,,,,
114.1,20,2,4,2,,2,1,6,1,2,,,,,,,,,,,,,,,,
114.2,206,63,88,37,13,1,2,2,,,,,,,,,,,,,,,,,,
114.3,292,79,52,43,38,27,20,13,3,5,2,4,2,,1,1,1,,,,,,1,,,
114.4,114,16,17,10,14,16,11,12,5,3,5,3,,1,,,,,1,,,,,,,
114.5,250,40,44,25,36,29,23,21,4,10,1,7,3,,3,2,,2,,,,,,,,
114.9,243,15,51,29,36,34,29,17,8,5,4,6,3,,,1,1,,,,2,1,,,,1
115.00,5,,,1,1,2,,,,,,,1,,,,,,,,,,,,,
115.01,1,,1,,,,,,,,,,,,,,,,,,,,,,,
